word,meaning,image 
grieyou,,
grimace,"{'Noun': ['a contorted facial expression'], 'Verb': ['contort the face to indicate a certain mental or emotional state']}",
grit,"{'Noun': ['a hard coarse-grained siliceous sandstone', 'fortitude and determination'], 'Verb': ['cover with a grit', 'clench together']}",
grovel,{'Verb': ['show submission or fear']},
grueling,{'Adjective': ['characterized by effort to the point of exhaustion; especially physical effort']},
grumpy,{'Adjective': ['annoyed and irritable']},
guild,{'Noun': ['a formal association of people with similar interests']},
guise,{'Noun': ['an artful or simulated semblance']},
gullible,"{'Adjective': ['naive and easily deceived or tricked', 'easily tricked because of being too trusting']}",
gush,"{'Noun': ['a sudden rapid flow (as of water', 'an unrestrained expression of emotion'], 'Verb': ['gush forth in a sudden stream or jet', 'praise enthusiastically', 'issue in a jet; come out in a jet; stream or spring forth']}",
hack,"{'Noun': ['one who works hard at boring tasks', 'a politician who belongs to a small clique that controls a political party for private rather than public ends', 'a mediocre and disdained writer', 'a tool (as a hoe or pick or mattock', 'a car driven by a person whose job is to take passengers where they want to go in exchange for money', 'an old or over-worked horse', 'a horse kept for hire', 'a saddle horse used for transportation rather than sport etc.'], 'Verb': ['cut with a hacking tool', 'be able to manage or manage successfully', 'cut away', 'kick on the arms', 'kick on the shins', 'fix a computer program piecemeal until it works', 'significantly cut up a manuscript', 'cough spasmodically']}",
hardihood,{'Noun': ['the trait of being willing to undertake things that involve risk or danger']},
harmonious,"{'Adjective': ['musically pleasing', 'exhibiting equivalence or correspondence among constituents of an entity or between different entities', 'suitable and fitting', 'existing together in harmony']}",
haughty,{'Adjective': ['having or showing arrogant superiority to and disdain of those one views as unworthy']},
heady,"{'Adjective': ['marked by the exercise of good judgment or common sense in practical matters', 'extremely exciting as if by alcohol or a narcotic', 'marked by defiant disregard for danger or consequences']}",
heed,"{'Noun': ['paying particular notice (as to children or helpless people'], 'Verb': ['pay close attention to; give heed to']}",
heinous,"{'Adjective': ['extremely wicked, deeply criminal']}",
hematology,{'Noun': ['the branch of medicine that deals with diseases of the blood and blood-forming organs']},
hereditary,"{'Adjective': ['occurring among members of a family usually by heredity', 'inherited or inheritable by established rules (usually legal rules']}",
heresy,"{'Noun': ['any opinions or doctrines at variance with the official or orthodox position', 'a belief that rejects the orthodox tenets of a religion']}",
gust,{'Noun': ['a strong current of air']},
gyrate,"{'Verb': ['to wind or move in a spiral course', ""revolve quickly and repeatedly around one's own axis""]}",
hermaphrodite,"{'Noun': ['one having both male and female sexual characteristics and organs; at birth an unambiguous assignment of male or female cannot be made'], 'Adjective': ['of animal or plant; having both male female reproductive organs']}",
heterog,,
naous,,
hibernate,"{'Verb': ['sleep during winter', 'be in an inactive or dormant state']}",
highbrow,"{'Noun': ['a person of intellectual or erudite tastes'], 'Adjective': ['highly cultured or educated']}",
hinder,"{'Verb': ['be a hindrance or obstacle to', 'hinder or prevent the progress or accomplishment of', 'put at a disadvantage'], 'Adjective': ['located at or near the back of an animal', 'or hind']}",
hinterland,{'Noun': ['a remote and undeveloped area']},
hirsute,{'Adjective': ['having or covered with hair']},
hoax,"{'Noun': ['something intended to deceive; deliberate trickery intended to gain an advantage'], 'Verb': ['subject to a playful hoax or joke']}",
hobnob,{'Verb': ['rub elbows with']},
homicide,{'Noun': ['the killing of a human being by another human being']},
hone,"{'Noun': ['a whetstone made of fine gritstone; used for sharpening razors'], 'Verb': ['sharpen with a hone', 'make perfect or complete']}",
hoodwink,"{'Verb': ['influence by slyness', ""conceal one's true motives from especially by elaborately feigning good intentions so as to gain an end""]}",
hospitable,"{'Adjective': ['favorable to life and growth', 'disposed to treat guests and strangers with cordiality and generosity', 'having an open mind']}",
hush,"{'Noun': ['(poetic'], 'Verb': ['become quiet or still; fall silent', 'cause to be quiet or not talk', 'become quiet or quieter', 'wash by removing particles', 'run water over the ground to erode (soil']}",
husk,"{'Noun': ['material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds', 'outer membranous covering of some fruits or seeds'], 'Verb': ['remove the husks from']}",
hypocrisy,"{'Noun': ['an expression of agreement that is not supported by real conviction', 'insincerity by virtue of pretending to have qualities or beliefs that you do not really have']}",
icon,"{'Noun': ['(computer science', 'usually a simple picture', 'a visual representation (of an object or scene or person or abstraction', 'a conventional religious painting in oil on a small wooden panel; venerated in the Eastern Church']}",
idealism,"{'Noun': ['(philosophy', 'impracticality by virtue of thinking of things in their ideal form rather than as they really are', 'elevated ideals or conduct; the quality of believing that ideals should be pursued']}",
ignoramus,{'Noun': ['an ignorant person']},
illegible,"{'Adjective': ['(of handwriting, print, etc.']}",
illicit,"{'Adjective': ['contrary to accepted morality (especially sexual morality', 'contrary to or forbidden by law']}",
illusion,"{'Noun': ['an erroneous mental representation', 'something many people believe that is false', 'the act of deluding; deception by creating illusory ideas', 'an illusory feat; considered magical by naive observers']}",
immaculate,"{'Adjective': ['completely neat and clean', 'free from stain or blemish', 'without fault or error']}",
imminent,{'Adjective': ['close in time; about to occur']},
immune,"{'Noun': ['a person who is immune to a particular infection'], 'Adjective': ['relating to the condition of immunity', 'secure against', 'relating to or conferring immunity (to disease or infection', ""(usually followed by `to'""]}",
impair,"{'Verb': ['make worse or less effective', 'make imperfect']}",
impassioned,{'Adjective': ['characterized by intense emotion']},
impassiye,,
impeach,"{'Verb': ['challenge the honesty or veracity of', 'charge (a public official', 'bring an accusation against; level a charge against']}",
impede,"{'Verb': ['be a hindrance or obstacle to', 'block passage through']}",
impending,"{'Verb': ['be imminent or about to happen'], 'Adjective': ['close in time; about to occur']}",
imperative,"{'Noun': [""a mood that expresses an intention to influence the listener's behavior"", 'some duty that is essential and urgent'], 'Adjective': ['requiring attention or action', 'relating to verbs in the imperative mood']}",
impermeable,{'Adjective': ['preventing especially liquids to pass or diffuse through']},
impertinent,"{'Adjective': ['characterized by a lightly pert and exuberant quality', 'not pertinent to the matter under consideration', 'improperly forward or bold']}",
imperturbable,{'Adjective': ['not easily perturbed or excited or upset; marked by extreme calm and composure']},
impervious,{'Adjective': ['not admitting of passage or capable of being affected']},
implacable,{'Adjective': ['incapable of being placated']},
implicit,"{'Adjective': ['implied though not directly expressed; inherent in the nature of something', 'being without doubt or reserve']}",
improvisc,,
impudent,"{'Adjective': ['marked by casual disrespect', 'improperly forward or bold']}",
inane,{'Adjective': ['extremely silly or stupid']},
inasmuch,,
incandescent,"{'Adjective': ['emitting light as a result of being heated', 'characterized by ardent emotion or intensity or brilliance']}",
incarccratc,,
incense,"{'Noun': ['a substance that produces a fragrant odor when burned', 'the pleasing scent produced when incense is burned'], 'Verb': ['perfume especially with a censer', 'make furious']}",
inception,{'Noun': ['an event that is a beginning; a first part or stage of subsequent events']},
incessant,{'Adjective': ['uninterrupted in time and indefinitely long continuing']},
incise,{'Verb': ['make an incision into by carving or cutting']},
incite,"{'Verb': ['give an incentive for action', 'provoke or stir up', 'urge on; cause to act']}",
incoherent,"{'Adjective': ['without logical or meaningful connection', '(physics', 'unable to express yourself clearly or fluently']}",
incongruous,{'Adjective': ['lacking in harmony or compatibility or appropriateness']},
incredible,{'Adjective': ['beyond belief or understanding']},
inculcate,{'Verb': ['teach and impress by frequent repetitions or admonitions']},
indeteminate,,
indignant,{'Adjective': ['angered at something unjust or wrong']},
indiscreet,{'Adjective': ['lacking discretion; injudicious']},
indistinct,{'Adjective': ['not clearly defined or easy to perceive or understand']},
indolence,{'Noun': ['inactivity resulting from a dislike of work']},
indomitable,{'Adjective': ['impossible to subdue']},
induct,"{'Verb': ['place ceremoniously or formally in an office or position', 'accept people into an exclusive society or group, usually with some rite', 'admit as a member', 'produce electric current by electrostatic or magnetic processes', 'introduce or initiate']}",
indulge,"{'Verb': ['give free rein to', 'yield (to', 'enjoy to excess', 'treat with excessive indulgence']}",
indulgent,"{'Adjective': ['characterized by or given to yielding to the wishes of someone', 'tolerant or lenient', 'being favorably inclined']}",
inebriated,"{'Verb': ['fill with sublime emotion', 'make drunk (with alcoholic drinks', 'become drunk or drink excessively'], 'Adjective': ['stupefied or excited by a chemical substance (especially alcohol']}",
inept,"{'Adjective': ['not elegant or graceful in expression', 'generally incompetent and ineffectual', 'revealing lack of perceptiveness or judgment or finesse']}",
incptitude,,
infirm,"{'Adjective': ['lacking bodily or muscular strength or vitality', 'lacking firmness of will or character or purpose']}",
inflammatory,"{'Adjective': ['characterized or caused by inflammation', 'arousing to action or rebellion']}",
inflict,{'Verb': ['impose something unpleasant']},
intringe,,
infuriate,{'Verb': ['make furious']},
infuse,"{'Verb': ['teach and impress by frequent repetitions or admonitions', 'fill, as with a certain quality', 'undergo the process of infusion', 'let sit in a liquid to extract a flavor or to cleanse', 'introduce into the body through a vein, for therapeutic purposes']}",
ingenious,{'Adjective': ['showing inventiveness and skill']},
ingest,"{'Verb': ['serve oneself to, or consume regularly', 'take up mentally']}",
ingress,"{'Noun': ['(astronomy', 'the act of entering']}",
inhibition,"{'Noun': ['(psychology', 'the quality of being inhibited', '(physiology', 'the action of prohibiting or inhibiting or forbidding (or an instance thereof']}",
inimitable,{'Adjective': ['defying imitation; matchless']},
insane,"{'Adjective': ['afflicted with or characteristic of mental derangement', 'very foolish']}",
insensible,"{'Adjective': ['incapable of physical sensation', 'unaware of or indifferent to', 'barely able to be perceived', 'unresponsive to stimulation']}",
insignia,{'Noun': ['a badge worn to show official position']},
insipid,"{'Adjective': ['lacking taste or flavor or tang', 'lacking interest or significance or impact']}",
insolent,"{'Adjective': ['marked by casual disrespect', 'unrestrained by convention or propriety']}",
insolvent,"{'Noun': ['someone who has insufficient assets to cover their debts'], 'Adjective': ['unable to meet or discharge financial obligations']}",
interim,"{'Noun': ['the time between one event, process, or period and another'], 'Adjective': ['serving during an intermediate interval of time']}",
intimate,"{'Noun': ['someone to whom private matters are confided'], 'Verb': ['give to understand', 'imply as a possibility'], 'Adjective': ['marked by close acquaintance, association, or familiarity', 'concerning things deeply private and personal', 'having or fostering a warm or friendly and informal atmosphere', 'having mutual interests or affections; of established friendship', 'used euphemistically to refer to the genitals', 'involved in a sexual relationship', 'or sexual', 'innermost or essential', 'thoroughly acquainted through study or experience']}",
intractable,{'Adjective': ['not tractable; difficult to manage or mold']},
inundate,"{'Verb': ['fill quickly beyond capacity; as with a liquid', 'fill or cover completely, usually with water']}",
irate,{'Adjective': ['feeling or showing extreme anger']},
irksome,{'Adjective': ['so lacking in interest as to cause mental weariness']},
irresolute,{'Adjective': ['uncertain how to act or proceed']},
jabber,"{'Noun': ['rapid and indistinct speech'], 'Verb': ['talk in a noisy, excited, or declamatory manner']}",
jabber,"{'Noun': ['rapid and indistinct speech'], 'Verb': ['talk in a noisy, excited, or declamatory manner']}",
jacuzzi,,
jaded,"{'Verb': ['lose interest or become bored with something or somebody', 'exhaust or get tired through overuse or great strain or stress'], 'Adjective': ['exhausted', 'dulled by surfeit']}",
jagged,"{'Verb': ['cut teeth into; make a jagged cutting edge'], 'Adjective': ['having a sharply uneven surface or outline', 'having an irregularly notched or toothed margin as though gnawed']}",
jerk,"{'Noun': ['a dull stupid fatuous person', 'an abrupt spasmodic movement', '(mechanics', 'meat (especially beef', 'raising a weight from shoulder height to above the head by straightening the arms', 'a sudden abrupt pull'], 'Verb': ['pull, or move with a sudden movement', 'move with abrupt, seemingly uncontrolled motions', 'make an uncontrolled, short, jerky motion', 'jump vertically, with legs stiff and back arched', 'throw or toss with a quick motion']}",
loster,"{'Adjective': ['no longer in your possession or control; unable to be found or recovered', 'having lost your bearings; confused as to time or place or personal identity', 'spiritually or physically doomed or destroyed', 'not gained or won', 'incapable of being recovered or regained', 'not caught with the senses or the mind', 'deeply absorbed in thought', 'perplexed by many conflicting situations or statements; filled with bewilderment', 'unable to function; without help']}",
jibe,"{'Noun': ['an aggressive remark directed at a person like a missile and intended to have a telling effect'], 'Verb': ['be compatible, similar or consistent; coincide in their characteristics', 'shift from one side of the ship to the other']}",
jittery,"{'Adjective': ['characterized by jerky movements', 'being in a tense state']}",
jockey,"{'Noun': ['someone employed to ride horses in horse races', 'an operator of some vehicle or machine or apparatus'], 'Verb': ['defeat someone through trickery or deceit', 'compete (for an advantage or a position', 'ride a racehorse as a professional jockey']}",
jocular,"{'Adjective': ['characterized by jokes and good humor'], 'Adverb': ['with humor']}",
jolt,"{'Noun': ['a sudden jarring impact', 'an abrupt spasmodic movement'], 'Verb': ['move or cause to move with a sudden jerky motion', ""disturb (someone's""]}",
jostle,"{'Noun': ['the act of jostling (forcing your way by pushing'], 'Verb': [""make one's way by jostling, pushing, or shoving"", 'come into rough contact with while moving']}",
